[32m[21:32:46.553] [main/INFO] [Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.neoForgeVersion, 21.1.54, --fml.fmlVersion, 4.0.24, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, $] 
[m[32m[21:32:46.558] [main/INFO] [Launcher/MODLAUNCHER]: JVM identified as Ubuntu OpenJDK 64-Bit Server VM 21.0.4+7-Ubuntu-1ubuntu220.04 
[m[32m[21:32:46.561] [main/INFO] [Launcher/MODLAUNCHER]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.4 by Ubuntu; OS Linux arch amd64 version 5.15.0-1067-gcp 
[m[32m[21:32:48.988] [main/INFO] [loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver 
[m[32m[21:32:49.128] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/home/alisson_santos_rod/server/ServerMine/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%2375!/ Service=ModLauncher Env=SERVER 
[m[32m[21:32:49.452] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "server-1.21.1-20240808.144430-srg.jar" [locator: production server provider +net.neoforged:neoforge:21.1.54:server] 
[m[32m[21:32:49.483] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "neoforge-21.1.54-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[libraries/net/neoforged/neoforge/21.1.54/neoforge-21.1.54-universal.jar]], reader: mod manifest] 
[m[32m[21:32:49.553] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "[1.21.1] SecurityCraft v1.9.10-beta9.jar" [locator: {mods folder locator at /home/alisson_santos_rod/server/ServerMine/mods}, reader: mod manifest] 
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:raw_vibranium_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:raw_unobtainium_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:unobtainium_allthemodium_alloy_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:unobtainium_vibranium_alloy_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:vibranium_allthemodium_alloy_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:ancient_stone
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:ancient_log_0
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthemodium:piglich_heart_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthetweaks:atm_star_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthetweaks:greg_star_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthetweaks:ender_pearl_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! allthetweaks:nether_star_block
[21:33:35] [modloading-sync-worker/ERROR] [co.Pd.Al.AllTheCompressed/]: Trying to register an overlay for a block that doesn't exist! productivebees:wax_block
[21:33:41] [modloading-sync-worker/INFO] [evilcraft/]: 2205 possible Broom base combinations are ready for flying!
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class PatchouliPlugin
[21:33:45] [modloading-sync-worker/INFO] [PluginManager/]: Executing phase CONFIG_LOAD for plugin class CuriosPlugin
[21:33:45] [modloading-sync-worker/WARN] [ne.ne.fm.co.ConfigTracker/]: Opening a config that was already loaded with value LoadedConfig[config=SynchronizedConfig{DataHolder:{scarecrow=SynchronizedConfig{DataHolder:{mobs_whitelist=[], mobs_blacklist=[], scare_radius=12}}, general=SynchronizedConfig{DataHolder:{DPS_mode=DYNAMIC, disable_equipment_damage=true, dummy_decoy=false, boss_health_bar_color=YELLOW, xp_per_damage_on_hit=0.0, boss_health=200}}, mobs_damage_numbers=SynchronizedConfig{DataHolder:{damage_mode=NONE, healing_mode=NONE}}}}, path=/home/alisson_santos_rod/server/ServerMine/config/dummmmmmy-common.toml, modConfig=net.neoforged.fml.config.ModConfig@11be249a] at path dummmmmmy-common.toml
[21:33:45] [Forge Version Check/INFO] [ne.ne.fm.VersionChecker/]: Global NeoForge version check system disabled, no further processing.
[21:33:45] [modloading-worker-0/INFO] [evilcraft/]: Registered packet handler.
[21:33:45] [modloading-worker-0/INFO] [PluginManager/]: Executing phase COMMON_SETUP for plugin class PatchouliPlugin
[21:33:45] [modloading-worker-0/INFO] [PluginManager/]: Executing phase COMMON_SETUP for plugin class CuriosPlugin
[21:33:45] [modloading-worker-0/INFO] [integrateddynamics/]: Registered packet handler.
[21:33:45] [modloading-worker-0/INFO] [me.co.Mekanism/]: Version 10.7.7 initializing...
[21:33:45] [modloading-worker-0/INFO] [pneumaticcraft/]: PneumaticCraft: Repressurized is loading!
[21:33:45] [modloading-worker-0/INFO] [PluginManager/]: Executing phase COMMON_SETUP for plugin class PatchouliPlugin
[21:33:45] [modloading-worker-0/INFO] [integrateddynamics/]: Registered packet handler.
[21:33:45] [modloading-worker-0/INFO] [integrateddynamicscompat/]: Registered packet handler.
[21:33:45] [modloading-worker-0/INFO] [co.kl.oc.Occultism/]: Common setup complete.
[21:33:45] [modloading-worker-0/INFO] [me.co.Mekanism/]: Initialized HolidayManager.
[21:33:45] [modloading-worker-0/INFO] [me.co.Mekanism/]: Fake player readout: UUID = 46e82cd0-d480-3d48-800a-77431ede078e, name = [Mekanism]
[21:33:45] [modloading-worker-0/INFO] [me.co.Mekanism/]: Mod loaded.
[21:33:45] [modloading-worker-0/INFO] [me.co.Mekanism/]: Loaded 'Mekanism: Generators' module.
[21:33:45] [modloading-worker-0/INFO] [me.co.Mekanism/]: Loaded 'Mekanism: Tools' module.
[21:33:45] [modloading-worker-0/INFO] [FTB XMod Compat/]: Chose [Entity Tags] as the active game stages implementation
[21:33:45] [modloading-worker-0/INFO] [FTB Library/]: Setting permissions provider implementation to: FTB Ranks
[21:33:45] [modloading-worker-0/INFO] [FTB XMod Compat/]: Chose [FTB Ranks] as the active permissions implementation
[21:33:45] [modloading-worker-0/INFO] [FTB XMod Compat/]: [FTB Quests] recipe helper provider is [JEI]
[21:33:45] [modloading-worker-0/INFO] [FTB XMod Compat/]: [FTB Quests] Enabled FTB Filter System integration
[21:33:45] [modloading-worker-0/INFO] [FTB XMod Compat/]: [FTB Chunks] FTB Ranks detected, listening for ranks events
[21:33:45] [modloading-worker-0/INFO] [FTB XMod Compat/]: [FTB Chunks] Enabled Waystones integration
[21:33:46] [modloading-worker-0/INFO] [Mystical Agriculture/]: Loaded 145 crops
[21:33:46] [modloading-worker-0/INFO] [Mystical Agriculture/]: Loaded 8 crop tiers
[21:33:46] [modloading-worker-0/INFO] [Mystical Agriculture/]: Loaded 2 crop types
[21:33:46] [modloading-worker-0/INFO] [Mystical Agriculture/]: Loaded 55 augments
[21:33:46] [modloading-worker-0/INFO] [Mystical Agriculture/]: Loaded 22 mob soul types
[21:33:46] [modloading-worker-0/INFO] [co.kl.th.Theurgy/]: Common setup complete.
[21:33:46] [modloading-worker-0/INFO] [Modular Routers/]: Modular Routers is loading!
[21:33:47] [modloading-sync-worker/INFO] [ne.ne.co.Co.apothic_enchanting/COREMODLOG]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[21:33:47] [modloading-sync-worker/INFO] [AlmostUnified/]: Loaded plugins: almostunified:common, almostunified:neoforge
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region minecraft:nether to index 0 for type NETHER
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region integrateddynamics:overworld to index 1 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region ars_nouveau:overworld to index 2 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region biomeswevegone:region_0 to index 3 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region biomeswevegone:region_1 to index 4 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region biomeswevegone:region_2 to index 5 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [Moonlight/]: Initialized color sets in 281ms
[21:33:47] [modloading-sync-worker/INFO] [Apotheosis : Spawner/]: Banned 30 mobs from being applicable to spawners.
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region regions_unexplored:primary to index 6 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region regions_unexplored:secondary to index 7 for type OVERWORLD
[21:33:47] [modloading-sync-worker/INFO] [terrablender/]: Registered region regions_unexplored:nether to index 1 for type NETHER
[21:33:47] [modloading-worker-0/INFO] [co.kl.oc.Occultism/]: Dedicated server setup complete.
[21:33:47] [modloading-worker-0/INFO] [co.kl.th.Theurgy/]: Dedicated server setup complete.
[21:33:48] [modloading-sync-worker/INFO] [ne.cr.po.PolyLib/]: =====Registering Capabilities=====
[21:33:48] [modloading-sync-worker/INFO] [ne.cr.po.PolyLib/]: Adding EnergyStore Item to item.shrink.shrinking_device
[21:33:48] [modloading-worker-0/INFO] [pneumaticcraft/]: Sending IMC messages.
[21:33:48] [modloading-worker-0/INFO] [io.re.ir.IronsSpellbooks/]: Got IMC []
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from dev.shadowsoffire.gateways.compat.GatewayJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from dev.technici4n.moderndynamics.compat.jade.MdJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from xfacthd.framedblocks.common.compat.jade.FramedJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from dev.shadowsoffire.apothic_enchanting.compat.EnchJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from mekanism.common.integration.lookingat.jade.MekanismJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from me.desht.pneumaticcraft.common.thirdparty.waila.WailaRegistration
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from de.maxhenkel.pipez.integration.waila.PluginPipes
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from de.maxhenkel.gravestone.integration.waila.PluginGraveStone
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from net.geforcemods.securitycraft.compat.hudmods.JadeDataProvider
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from mods.railcraft.integrations.jade.RailcraftPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.hollingsworth.arsnouveau.client.waila.WailaArsNouveauPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from net.blay09.mods.cookingforblockheads.compat.NeoForgeJadeCookingForBlockheadsPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.supermartijn642.entangled.integration.EntangledWailaPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from net.p3pp3rf1y.sophisticatedstorage.compat.jade.StorageJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from net.blay09.mods.waystones.compat.JadeIntegration
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from edivad.dimstorage.compat.jade.JadeCompatibility
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from tv.soaryn.xycraft.machines.compat.viewers.jade.JadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.blakebr0.mysticalagriculture.compat.JadeCompat
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.blakebr0.mysticalagradditions.compat.JadeCompat
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from dev.shadowsoffire.apothic_spawners.compat.SpawnerHwylaPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from snownee.jade.addon.vanilla.VanillaPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from snownee.jade.addon.universal.UniversalPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from snownee.jade.addon.debug.DebugPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from snownee.jade.addon.core.CorePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from snownee.jade.addon.access.AccessibilityPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from appeng.integration.modules.jade.JadeModule
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.glodblock.github.appflux.xmod.jade.JadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.glodblock.github.extendedae.xmod.jade.JadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from aztech.modern_industrialization.compat.jade.client.MIJadeClientPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from aztech.modern_industrialization.compat.jade.server.MIJadeCommonPlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.klikli_dev.theurgy.integration.jade.JadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from de.maxhenkel.easyvillagers.integration.waila.PluginEasyVillagers
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from com.buuz135.functionalstorage.compat.jade.FSJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from me.desht.modularrouters.integration.jade.JadeIntegration
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from me.ramidzkh.mekae2.integration.jade.AMJadePlugin
[21:33:48] [modloading-worker-0/INFO] [sn.ja.Jade/]: Start loading plugin from cy.jdkdigital.productivebees.compat.hwyla.ProductiveBeesWailaPlugin
[21:33:49] [modloading-sync-worker/INFO] [CorgiLib/]: Initializing network...
[21:33:49] [modloading-sync-worker/INFO] [CorgiLib/]: Initialized network!
[21:33:50] [main/ERROR] [minecraft/Settings]: Failed to load properties from file: server.properties
java.nio.file.NoSuchFileException: server.properties
	at java.base/sun.nio.fs.UnixException.translateToIOException(UnixException.java:92) ~[?:?] {}
	at java.base/sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:106) ~[?:?] {}
	at java.base/sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:111) ~[?:?] {}
	at java.base/sun.nio.fs.UnixFileSystemProvider.newByteChannel(UnixFileSystemProvider.java:261) ~[?:?] {}
	at java.base/java.nio.file.Files.newByteChannel(Files.java:379) ~[?:?] {}
	at java.base/java.nio.file.Files.newByteChannel(Files.java:431) ~[?:?] {}
	at java.base/java.nio.file.spi.FileSystemProvider.newInputStream(FileSystemProvider.java:420) ~[?:?] {}
	at java.base/java.nio.file.Files.newInputStream(Files.java:159) ~[?:?] {}
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.dedicated.Settings.loadFromFile(Settings.java:38) ~[server-1.21.1-20240808.144430-srg.jar%23371!/:?] {re:classloading}
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.dedicated.DedicatedServerProperties.fromFile(DedicatedServerProperties.java:132) ~[server-1.21.1-20240808.144430-srg.jar%23371!/:?] {re:classloading}
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.dedicated.DedicatedServerSettings.<init>(DedicatedServerSettings.java:12) ~[server-1.21.1-20240808.144430-srg.jar%23371!/:?] {re:classloading}
	at TRANSFORMER/minecraft@1.21.1/net.minecraft.server.Main.main(Main.java:125) ~[server-1.21.1-20240808.144430-srg.jar%23371!/:?] {re:classloading}
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103) ~[?:?] {}
	at java.base/java.lang.reflect.Method.invoke(Method.java:580) ~[?:?] {}
	at MC-BOOTSTRAP/fml_loader@4.0.24/net.neoforged.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:136) ~[loader-4.0.24.jar%2360!/:4.0] {}
	at MC-BOOTSTRAP/fml_loader@4.0.24/net.neoforged.fml.loading.targets.CommonLaunchHandler.serverService(CommonLaunchHandler.java:128) ~[loader-4.0.24.jar%2360!/:4.0] {}
	at MC-BOOTSTRAP/fml_loader@4.0.24/net.neoforged.fml.loading.targets.CommonServerLaunchHandler.runService(CommonServerLaunchHandler.java:32) ~[loader-4.0.24.jar%2360!/:4.0] {}
	at MC-BOOTSTRAP/fml_loader@4.0.24/net.neoforged.fml.loading.targets.CommonLaunchHandler.lambda$launchService$4(CommonLaunchHandler.java:118) ~[loader-4.0.24.jar%2360!/:4.0] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) [modlauncher-11.0.4.jar%2362!/:?] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) [modlauncher-11.0.4.jar%2362!/:?] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) [modlauncher-11.0.4.jar%2362!/:?] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.Launcher.run(Launcher.java:103) [modlauncher-11.0.4.jar%2362!/:?] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.Launcher.main(Launcher.java:74) [modlauncher-11.0.4.jar%2362!/:?] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) [modlauncher-11.0.4.jar%2362!/:?] {}
	at MC-BOOTSTRAP/cpw.mods.modlauncher@11.0.4/cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) [modlauncher-11.0.4.jar%2362!/:?] {}
	at cpw.mods.bootstraplauncher@2.0.2/cpw.mods.bootstraplauncher.BootstrapLauncher.run(BootstrapLauncher.java:210) [bootstraplauncher-2.0.2.jar:?] {}
	at cpw.mods.bootstraplauncher@2.0.2/cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:69) [bootstraplauncher-2.0.2.jar:?] {}
[21:33:50] [main/INFO] [mojang/YggdrasilAuthenticationService]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[21:33:51] [main/WARN] [ne.ne.ne.co.CommonHooks/WP]: The following mods have version differences that were not resolved:
advanced_ae (version 0.4.3-1.21.1 -> 0.4.5-1.21.1)
ae2 (version 19.0.22-beta -> 19.0.23-beta)
allthemodium (version 2.6.6 -> 2.6.7)
apothic_enchanting (version 1.2.1 -> 1.2.2)
aquaculture (version 2.7.9 -> 2.7.10)
ars_nouveau (version 5.0.12 -> 5.1.0)
bigreactors (version 1.21.1-2.4.8 -> 1.21.1-2.4.9)
biomeswevegone (version 2.0.1-Beta -> 2.0.2-Beta)
cloth_config (version 15.0.130 -> 15.0.140)
comforts (version 9.0.1+1.21 -> 9.0.2+1.21.1)
computercraft (version 1.113.0 -> 1.113.1)
creeperoverhaul (version 4.0.4 -> 4.0.5)
cucumber (version 8.0.4 -> 8.0.5)
cyclopscore (version 1.22.0 -> 1.23.0)
easy_villagers (version 1.21.1-1.1.22 -> 1.21.1-1.1.23)
elevatorid (version 1.21-1.10.1 -> 1.21.1-1.11.3)
everythingcopper (version 1.21.0-2.3.5 -> 1.21.1-2.3.6)
explorify (version 1.6.1 -> 1.6.2)
extendedae (version 1.21-2.0.3-neoforge -> 1.21-2.0.4-neoforge)
ftbchunks (version 2101.1.0 -> 2101.1.1)
ftblibrary (version 2101.1.1 -> 2101.1.2)
geckolib (version 4.6.3 -> 4.6.5)
glassential (version 3.0.2 -> 3.0.3)
integrateddynamics (version 1.23.4 -> 1.23.5)
integrateddynamicscompat (version 1.23.4 -> 1.23.5)
ironjetpacks (version 8.0.3 -> 8.0.4)
irons_spellbooks (version 1.21-3.5.0 -> 1.21-3.6.2)
jade (version 15.3.4+neoforge -> 15.4.1+neoforge)
jearchaeology (version 1.21.0-1.1.4 -> 1.21.0-1.1.5)
jei (version 19.17.0.193 -> 19.18.3.204)
justdirethings (version 1.3.0 -> 1.4.0)
laserio (version 1.9.10 -> 1.9.11)
lithostitched (version 1.2.6 -> 1.3.0)
modern_industrialization (version 2.2.21-beta -> 2.2.24)
moderndynamics (version 0.9.1-beta -> 0.9.2)
modonomicon (version 1.103.6 -> 1.106.0)
mysticalagriculture (version 8.0.4 -> 8.0.6)
neoforge (version 21.1.47 -> 21.1.54)
occultism (version 1.156.0 -> 1.159.1)
playeranimator (version 1.0.2-rc1+1.21 -> 2.0.0-alpha1+1.21)
pneumaticcraft (version 8.1.2 -> 8.1.3)
quarryplus (version 21.1.102 -> 21.1.103)
redstonepen (version 1.11.38 -> 1.11.39)
relics (version 0.8.4 -> 0.9)
repurposed_structures (version 7.5.9+1.21.1-neoforge -> 7.5.10+1.21.1-neoforge)
smartbrainlib (version 1.16 -> 1.16.1)
sophisticatedbackpacks (version 3.20.9 -> 3.20.11)
sophisticatedcore (version 0.6.31 -> 0.6.34)
storagedelight (version 24.7.28-1.21-neoforge -> 24.09.11-1.21-neoforge)
supermartijn642corelib (version 1.1.17+h -> 1.1.17+i)
tesseract_api (version 1.5.1-beta-1.21.1 -> 1.5.3-beta-1.21.1)
theurgy (version 1.55.1 -> 1.56.0)
titanium (version 4.0.12 -> 4.0.21)
waystones (version 21.1.3 -> 21.1.4)
zerocore (version 1.21.1-2.4.8 -> 1.21.1-2.4.9)
Things may not work well.
[21:33:51] [main/WARN] [minecraft/VanillaPackResourcesBuilder]: Assets URL 'union:/home/alisson_santos_rod/server/ServerMine/libraries/net/minecraft/server/1.21.1-20240808.144430/server-1.21.1-20240808.144430-srg.jar%23371!/assets/.mcassetsroot' uses unexpected schema
[21:33:51] [main/WARN] [minecraft/VanillaPackResourcesBuilder]: Assets URL 'union:/home/alisson_santos_rod/server/ServerMine/libraries/net/minecraft/server/1.21.1-20240808.144430/server-1.21.1-20240808.144430-srg.jar%23371!/data/.mcassetsroot' uses unexpected schema
[21:33:51] [main/INFO] [KubeJS/]: Added bindings for script type SERVER from mod 'almostunified': [AlmostUnified]
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:Tweaks/recipes.js in 0.003 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:Tweaks/tags.js in 0.005 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Explorer's Compass/Recipes.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Mekanism/Rebalance/Gear.js in 0.003 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Mekanism/Rebalance/Items.js in 0.003 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Mekanism/Rebalance/Units.js in 0.006 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Mekanism/Recipes.js in 0.008 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Mekanism/Compatibility.js in 0.01 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Applied Energistics/Recipes.js in 0.007 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/FTB Quests/Recipes.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/enderman overhaul/recipes.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/MysticalAgriculture/FusionCrafting.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/MysticalAgriculture/Recipes.js in 0.005 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Handcrafted/Recipes.js in 0.002 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Productive Bees/Tags.js in 0.0 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Productive Bees/Temp_Fix.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Utilitarian/Recipes.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Modern Industrialization/Quarry.js in 0.003 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Modern Industrialization/Replicator.js in 0.0 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Modern Industrialization/Aluminum.js in 0.001 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Modern Industrialization/Cobble_Gen.js in 0.002 s
[21:33:51] [main/INFO] [KubeJS Server/]: Loaded script server_scripts:mods/Powah/Energizing.js in 0.002 s
